player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,nationality,tm_position,tm_photo,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Angelo Stiller,Stuttgart,MF,24,2743,0.07,0.16,0.56,0.26,3.443,0.918,0.754,0.59,1.443,0.0,45000000.0,0.0,0.07,0.16,0.48,0.56,0.0,2,5,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/443710-1753308094.jpg?lm=1,7.25,88.12,47.37,23.58,58.33,48.98,46.48,62.94,58.09,1.833,0.327,1.571,0.164,0.229,0.982,5.236,1.08,0.785,3.502,0.0,0.556,0.458,18.262,0.0,8.0,0.0,0.0,0.0,0.0,34.0,2750.0,angelo stiller,2028-06-30,443710,2026-07-03T17:45:12,2023-08-25,
Atakan Karazor,Stuttgart,MF,28,1884,0.0,0.05,0.33,0.1,0.335,0.718,1.292,0.957,1.627,0.048,8000000.0,0.0,0.0,0.05,0.15,0.33,0.0,0,1,,,Türkiye,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/232320-1753307846.jpg?lm=1,6.81,85.01,43.9,20.0,57.14,54.76,64.2,66.14,65.38,0.569,0.142,2.513,0.095,0.379,0.759,3.414,2.466,1.091,3.983,0.19,0.285,0.379,10.622,0.0,4.0,0.0,0.0,0.0,0.0,28.0,1898.0,atakan karazor,2028-06-30,232320,2026-07-03T17:45:12,2019-07-01,
Badredine Bouanani,Stuttgart,MF,20,463,0.0,0.0,3.11,0.78,5.098,0.784,0.588,0.196,1.176,0.196,10000000.0,0.0,0.0,0.0,0.0,3.11,0.0,0,0,,,Algeria,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/707242-1756822874.jpg?lm=1,6.56,77.72,71.43,19.23,26.67,75.0,28.57,37.84,36.36,0.936,0.0,0.748,0.936,0.0,0.748,3.555,0.374,0.561,2.62,0.0,0.561,0.748,13.846,0.0,1.0,0.0,0.0,0.0,0.0,14.0,481.0,badredine bouanani,2030-06-30,707242,2026-07-03T17:45:12,2025-08-31,
Bilal El Khannouss,Stuttgart,"MF,FW",21,1630,0.22,0.28,2.32,0.83,3.591,0.552,1.16,1.05,0.497,0.055,35000000.0,0.0,0.22,0.28,0.8400000000000001,2.32,0.0,4,5,,,Morocco,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/654982-1782376778.jpg?lm=1,6.98,79.34,65.75,31.82,56.25,75.0,58.82,48.67,51.02,2.479,0.441,0.496,0.881,0.165,0.551,3.029,1.102,1.157,3.029,0.055,0.496,0.991,18.066,0.0,2.0,0.0,0.0,0.0,0.0,25.0,1634.0,bilal el khannouss,2030-06-30,654982,2026-07-03T17:45:12,2026-07-01,NEW
Chema,Stuttgart,MF,20,1310,0.21,0.0,1.03,0.41,0.0,2.123,1.096,1.37,0.548,0.068,,0.0,0.21,0.0,0.0,1.03,0.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chema,,,,,
Chris Führich,Stuttgart,MF,27,1698,0.37,0.37,2.39,1.22,4.55,0.159,0.476,0.317,0.37,0.265,12000000.0,0.0,0.37,0.37,1.11,2.39,0.0,7,7,,,Germany,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/272278-1691999004.jpg?lm=1,7.17,82.97,54.35,32.56,58.33,53.33,30.77,50.0,47.75,2.559,0.784,0.47,0.575,0.0,0.157,4.283,0.209,0.418,2.559,0.0,0.992,1.463,17.185,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1723.0,chris fuhrich,2028-06-30,272278,2026-07-03T17:45:12,2021-07-19,
Dan-Axel Zagadou,Stuttgart,DF,26,209,0.0,0.0,2.58,0.43,0.0,2.174,1.739,2.174,0.435,0.0,2000000.0,0.0,0.0,0.0,0.0,2.58,0.0,0,0,,,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/344598-1756244458.jpg?lm=1,7.53,86.38,22.22,0.0,100.0,60.0,80.95,46.67,66.67,0.429,0.0,7.286,0.429,2.143,2.143,4.714,7.286,1.286,3.0,0.0,0.0,0.429,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,210.0,dan-axel zagadou,2027-06-30,344598,2026-07-03T17:45:12,2022-09-19,
Deniz Undav,Stuttgart,"FW,MF",29,2241,0.76,0.28,4.98,1.85,0.643,0.161,0.562,1.285,0.924,1.004,22000000.0,0.0,0.76,0.28,0.8400000000000001,4.98,0.0,19,7,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/339314-1691999036.jpg?lm=1,7.19,72.64,54.84,6.25,50.0,77.78,37.5,37.12,37.28,1.642,0.32,0.28,1.282,0.08,0.16,2.163,1.442,0.561,1.963,0.0,0.921,0.36,8.932,0.0,3.0,0.0,0.0,0.0,0.0,29.0,2247.0,deniz undav,2029-06-30,339314,2026-07-03T17:45:12,2024-08-09,
Ermedin Demirović,Stuttgart,FW,27,1497,0.66,0.18,2.46,1.32,0.06,0.12,0.602,2.229,1.566,0.482,22000000.0,0.0,0.66,0.18,0.54,2.46,0.0,11,3,,,Bosnia-Herzegovina,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/335457-1723707508.jpg?lm=1,6.92,73.2,33.33,0.0,50.0,71.43,35.23,39.66,37.75,1.016,0.239,0.717,0.418,0.06,0.06,2.331,1.853,0.598,2.749,0.06,0.717,0.418,5.677,0.0,3.0,0.0,0.0,0.0,0.0,25.0,1506.0,ermedin demirovic,2028-06-30,335457,2026-07-03T17:45:12,2024-07-16,
Finn Jeltsch,Stuttgart,DF,19,1511,0.0,0.06,0.18,0.0,0.179,1.131,0.833,0.774,0.952,0.179,35000000.0,0.0,0.0,0.06,0.18,0.18,0.0,0,1,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/924117-1753307360.jpg?lm=1,6.73,90.8,48.44,0.0,71.43,58.33,50.0,59.21,55.22,0.298,0.0,4.107,0.06,0.833,1.131,4.762,1.726,0.833,2.679,0.357,0.0,0.298,7.5,0.0,6.0,0.0,0.0,0.0,0.0,23.0,1512.0,finn jeltsch,2030-06-30,924117,2026-07-03T17:45:12,2025-02-03,
Jamie Leweling,Stuttgart,MF,24,2367,0.27,0.34,1.86,0.68,4.677,0.494,0.456,0.646,1.635,0.57,40000000.0,0.0,0.27,0.34,1.02,1.86,0.0,7,9,,,Germany,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/518505-1691999306.jpg?lm=1,7.03,77.38,48.94,25.41,45.59,54.55,41.38,49.24,48.23,1.554,0.379,1.137,0.72,0.076,0.531,3.676,0.455,0.455,3.676,0.0,0.606,1.175,8.829,0.0,6.0,0.0,0.0,0.0,0.0,32.0,2375.0,jamie leweling,2029-06-30,518505,2026-07-03T17:45:12,2024-07-01,
Jeremy Arévalo,Stuttgart,FW,20,38,0.0,0.0,7.11,2.37,0.0,0.0,0.0,0.0,7.5,0.0,7000000.0,0.0,0.0,0.0,0.0,7.11,0.0,0,0,,,Ecuador,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/971663-1762250473.jpg?lm=1,6.52,73.68,0.0,0.0,33.33,0.0,50.0,57.14,54.55,1.525,0.0,3.051,1.525,0.0,0.0,1.525,3.051,0.0,6.102,0.0,0.0,1.525,6.102,0.0,0.0,0.0,0.0,0.0,0.0,7.0,59.0,jeremy arevalo,2031-06-30,971663,2026-07-03T17:45:12,2026-01-02,
Josha Vagnoman,Stuttgart,"DF,MF",24,1587,0.06,0.17,1.08,0.62,1.875,0.17,1.08,0.966,0.909,0.057,10000000.0,0.0,0.06,0.17,0.51,1.08,0.0,1,3,,,Germany,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/448258-1691999620.jpg?lm=1,6.43,81.8,30.0,18.75,54.55,53.33,41.46,51.49,48.59,0.904,0.169,2.768,0.056,0.226,0.169,3.107,0.96,0.904,2.938,0.113,0.113,0.339,8.192,0.0,5.0,0.0,0.0,0.0,0.0,27.0,1593.0,josha vagnoman,2028-06-30,448258,2026-07-03T17:45:12,2022-07-09,
Julian Chabot,Stuttgart,DF,27,2294,0.0,0.0,0.71,0.27,0.039,1.569,0.784,1.373,1.569,0.0,15000000.0,0.0,0.0,0.0,0.0,0.71,0.0,0,0,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/303219-1723707145.jpg?lm=1,7.11,88.82,51.23,0.0,57.14,58.82,69.95,62.3,66.89,0.274,0.0,7.84,0.078,0.588,1.411,4.116,5.017,0.784,2.979,0.078,0.196,0.157,6.938,0.0,8.0,0.0,0.0,0.0,0.0,27.0,2296.0,julian chabot,,,,,
Lazar Jovanović,Stuttgart,FW,18,40,0.0,0.0,2.25,0.0,0.0,0.0,0.0,2.5,2.5,0.0,3500000.0,0.0,0.0,0.0,0.0,2.25,0.0,0,0,,,Serbia,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/897505-1753307294.jpg?lm=1,6.53,61.54,0.0,0.0,100.0,0.0,66.67,40.0,50.0,4.186,0.0,0.0,0.0,0.0,0.0,2.093,4.186,0.0,4.186,0.0,0.0,2.093,10.465,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.0,lazar jovanovic,2029-06-30,897505,2026-07-03T17:45:12,2025-07-08,
Leonidas Stergiou,Stuttgart,DF,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Switzerland,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/507345-1723707260.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leonidas stergiou,2028-06-30,507345,2026-07-03T17:45:12,2024-07-01,
Lorenz Assignon,Stuttgart,"DF,MF",25,1094,0.0,0.0,0.99,0.33,3.279,1.23,1.23,1.557,0.574,0.082,9000000.0,0.0,0.0,0.0,0.0,0.99,0.0,0,0,,,France,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/711969-1753307527.jpg?lm=1,6.56,83.75,34.62,27.5,52.38,68.18,51.28,47.62,48.78,0.812,0.243,2.516,0.243,0.162,1.055,3.246,1.623,1.217,3.246,0.0,0.325,0.893,9.495,0.0,3.0,0.0,0.0,0.0,0.0,24.0,1109.0,lorenz assignon,2029-06-30,711969,2026-07-03T17:45:12,2025-07-01,
Luca Jaquez,Stuttgart,DF,22,898,0.0,0.1,0.4,0.0,0.1,1.1,0.7,0.4,0.2,0.0,10000000.0,0.0,0.0,0.1,0.3,0.4,0.0,0,1,,,Switzerland,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/539798-1753307950.jpg?lm=1,6.82,90.78,37.5,0.0,100.0,87.5,54.29,55.0,54.55,0.5,0.1,4.5,0.1,0.7,1.0,4.5,1.9,0.7,1.1,0.1,0.0,0.2,7.8,0.0,2.0,0.0,0.0,0.0,0.0,14.0,900.0,luca jaquez,2029-06-30,539798,2026-07-03T17:45:12,2025-02-03,
Maximilian Mittelstädt,Stuttgart,"DF,MF",28,2186,0.08,0.16,1.28,0.66,5.021,1.44,1.728,0.453,1.07,0.082,18000000.0,0.0,0.08,0.16,0.48,1.28,0.0,2,4,,,Germany,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/282660-1723707584.jpg?lm=1,7.2,86.17,48.15,28.0,63.64,67.16,60.0,66.88,65.0,1.517,0.41,2.911,0.205,0.369,1.517,4.797,1.476,1.845,4.387,0.041,0.205,0.574,12.752,0.0,3.0,0.0,0.0,0.0,0.0,32.0,2195.0,maximilian mittelstadt,2028-06-30,282660,2026-07-03T17:45:12,2023-07-01,
Nick Woltemade,Stuttgart,MF,23,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,55000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/455661-1779983237.jpg?lm=1,6.2,55.56,0.0,0.0,100.0,0.0,0.0,50.0,35.71,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,nick woltemade,,,,,
Nikolas Nartey,Stuttgart,MF,25,1256,0.29,0.21,1.58,0.86,1.0,0.714,0.857,1.286,1.643,0.071,10000000.0,0.0,0.29,0.21,0.63,1.58,0.0,4,3,,,Denmark,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/400546-1753307448.jpg?lm=1,6.93,83.3,47.06,28.57,66.67,71.43,60.32,57.29,58.49,1.712,0.428,1.498,0.285,0.214,0.713,3.423,2.71,0.713,3.922,0.071,0.856,1.284,11.054,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1262.0,nikolas nartey,2028-06-30,400546,2026-07-03T17:45:12,2019-08-29,
Pascal Stenzel,Stuttgart,MF,29,106,0.0,0.0,2.55,0.85,4.167,1.667,0.0,1.667,1.667,0.0,1200000.0,0.0,0.0,0.0,0.0,2.55,0.0,0,0,,,Germany,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/195246-1753307904.jpg?lm=1,6.45,85.71,80.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,1.682,0.841,0.0,1.682,3.364,0.841,0.0,1.682,0.0,0.841,0.0,9.252,0.0,0.0,0.0,0.0,0.0,0.0,2.0,107.0,pascal stenzel,,,,,
Ramon Hendriks,Stuttgart,DF,24,2025,0.0,0.13,0.22,0.0,0.889,0.978,0.667,0.756,1.111,0.0,25000000.0,0.0,0.0,0.13,0.39,0.22,0.0,0,3,,,Netherlands,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/436064-1753734234.jpg?lm=1,6.75,90.42,49.28,30.0,100.0,42.86,67.69,67.68,67.68,0.266,0.044,3.364,0.044,0.487,0.93,2.833,1.948,0.664,2.966,0.221,0.133,0.354,6.773,0.0,6.0,0.0,0.0,0.0,0.0,31.0,2033.0,ramon hendriks,2028-06-30,436064,2026-07-03T17:45:12,2024-07-01,
Tiago Tomás,Stuttgart,"MF,FW",23,1020,0.44,0.26,3.09,0.88,1.062,0.442,0.708,1.062,2.566,0.265,15000000.0,0.0,0.44,0.26,0.78,3.09,0.0,5,3,,,Portugal,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/616344-1695623995.jpg?lm=1,6.73,79.07,40.0,25.0,38.24,53.33,32.26,52.29,47.86,0.953,0.173,0.866,0.78,0.173,0.433,3.118,0.866,0.693,4.937,0.0,0.26,1.126,9.009,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1039.0,tiago tomas,2029-06-30,616344,2026-07-03T17:45:12,2025-08-16,
Alex Král,Union Berlin,MF,27,459,0.0,0.0,1.37,0.59,2.549,0.392,0.98,0.784,2.157,0.0,2500000.0,0.082,0.082,0.062,0.914,1.599,0.246,0,0,,,Czech Republic,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/337333-1691614545.jpg?lm=1,6.58,78.99,70.0,15.38,69.23,55.56,47.37,57.14,54.41,0.773,0.0,1.738,0.579,0.193,0.773,6.18,1.738,0.966,5.408,0.0,0.579,1.738,8.884,0.0,0.0,0.0,0.0,0.0,0.0,20.0,466.0,alex kral,,,,,
Aljoscha Kemlein,Union Berlin,MF,20,1959,0.0,0.09,0.78,0.09,0.413,0.826,1.147,1.009,0.505,0.0,12000000.0,0.064,0.064,0.071,0.635,0.771,0.316,0,2,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/692737-1691614020.jpg?lm=1,6.76,76.79,48.39,22.22,70.83,55.0,60.78,49.26,52.41,0.686,0.137,1.373,0.32,0.229,0.732,5.674,1.418,1.007,3.066,0.046,0.183,0.778,8.419,0.0,2.0,0.0,0.0,0.0,0.0,30.0,1967.0,aljoscha kemlein,2029-06-30,692737,2026-07-03T17:45:16,2023-07-01,
Andrej Ilic,Union Berlin,FW,25,2257,0.2,0.4,2.83,1.04,0.717,0.08,0.12,1.514,1.275,0.637,9000000.0,0.447,0.416,0.191,1.206,2.855,0.536,5,9,,,Serbia,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/583699-1726350811.jpg?lm=1,6.7,54.76,18.18,11.11,33.33,75.0,45.45,32.09,41.93,1.197,0.279,1.316,0.559,0.239,0.04,1.995,6.782,0.12,1.715,0.0,0.399,0.279,4.388,0.0,2.0,0.0,0.0,0.0,0.0,32.0,2256.0,andrej ilic,2027-06-30,583699,2026-07-03T17:45:16,2025-07-01,
András Schäfer,Union Berlin,MF,26,1421,0.13,0.06,1.71,0.63,1.139,1.266,1.392,2.025,1.392,0.0,4500000.0,0.113,0.113,0.049,0.38,1.711,0.351,2,1,,,Hungary,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/454863-1726351222.jpg?lm=1,6.68,76.32,29.03,22.22,47.37,51.22,48.28,50.0,49.5,0.437,0.062,1.248,0.437,0.562,1.436,4.244,1.748,1.311,4.494,0.062,0.374,0.562,7.053,0.0,2.0,0.0,0.0,0.0,0.0,28.0,1442.0,andras schafer,2027-06-30,454863,2026-07-03T17:45:16,2022-01-21,
Carl Klaus,Union Berlin,GK,31,330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.148,0,0,69.2,33.3,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/161057-1755624992.jpg?lm=1,7.23,61.47,34.92,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.821,0.0,0.0,0.0,8.754,0.547,0.0,0.0,0.0,0.0,0.0,1.368,2.736,1.0,1.368,0.547,0.274,0.0,4.0,329.0,carl klaus,2024-07-28,161057,2026-07-03T17:45:16,2024-07-28,
Christopher Trimmel,Union Berlin,"MF,DF",38,1861,0.0,0.15,0.24,0.05,8.551,0.483,1.159,1.304,0.435,0.0,600000.0,0.003,0.003,0.241,2.458,0.236,0.216,0,3,,,Austria,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/75921-1692707564.jpg?lm=1,7.02,68.04,39.88,31.25,16.67,63.16,57.69,51.61,52.94,2.544,0.528,3.6,0.144,0.432,0.528,3.696,0.72,1.152,2.304,0.0,0.192,0.048,6.864,0.0,2.0,0.0,0.0,0.0,0.0,29.0,1875.0,christopher trimmel,2027-06-30,75921,2026-07-03T17:45:16,2014-07-01,
Danilho Doekhi,Union Berlin,DF,27,3060,0.15,0.0,1.32,0.32,0.176,1.235,0.912,0.824,0.441,0.029,13000000.0,0.144,0.144,0.016,0.235,1.324,0.134,5,0,,,Netherlands,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/387047-1692707468.jpg?lm=1,6.75,77.34,33.63,16.67,75.0,70.45,65.82,56.48,62.9,0.235,0.0,5.559,0.176,0.706,1.176,3.118,4.588,0.912,1.794,0.029,0.088,0.088,3.794,0.0,7.0,0.0,0.0,0.0,0.0,34.0,3060.0,danilho doekhi,,,,,
Derrick Köhn,Union Berlin,"MF,DF",26,1899,0.0,0.09,1.33,0.24,5.403,0.379,1.043,1.564,0.758,0.284,4000000.0,0.113,0.077,0.147,1.192,1.335,0.216,1,2,,,Ghana,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/391780-1707464358.png?lm=1,6.72,76.3,36.78,26.96,42.31,67.65,50.0,43.57,44.08,1.225,0.236,1.885,0.424,0.236,0.377,4.147,0.283,1.084,2.874,0.047,0.236,0.518,5.984,0.0,3.0,0.0,0.0,0.0,0.0,29.0,1910.0,derrick kohn,2029-06-30,391780,2026-07-03T17:45:16,2025-08-19,
Diogo Leite,Union Berlin,DF,26,1963,0.0,0.0,0.46,0.05,0.321,2.018,0.688,1.193,1.193,0.046,12000000.0,0.036,0.036,0.021,0.405,0.45,0.181,0,0,,,Portugal,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/357156-1691999912.jpg?lm=1,6.77,76.49,39.65,42.86,50.0,48.48,56.25,56.76,56.5,0.411,0.0,6.579,0.183,0.457,1.964,3.518,2.878,0.731,2.878,0.0,0.0,0.274,6.03,0.0,5.0,0.0,0.0,0.0,0.0,23.0,1970.0,diogo leite,,,,,
Dmytro Bohdanov,Union Berlin,MF,18,6,0.0,0.0,45.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,45.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dmytro bohdanov,,,,,
Frederik Rønnow,Union Berlin,GK,32,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.001,0.034,0.0,0.061,0,0,58.8,16.7,Denmark,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/107775-1692707378.jpg?lm=1,6.74,55.82,37.09,0.0,0.0,100.0,100.0,44.44,68.75,0.068,0.0,0.988,0.0,0.0,0.034,10.462,0.239,0.034,0.136,0.17,0.0,0.0,2.488,2.624,5.0,1.261,0.545,0.545,0.0,30.0,2641.0,frederik ronnow,2021-07-20,107775,2026-07-03T17:45:16,2021-07-20,
