player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,nationality,tm_position,tm_photo,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Jovan Milošević,Werder Bremen,FW,20,488,0.55,0.18,2.21,0.74,0.556,0.0,0.37,1.481,0.556,1.111,7000000.0,0.439,0.439,0.046,0.567,2.269,0.535,3,1,,,Serbia,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/943795-1772440245.jpg?lm=1,6.66,74.53,0.0,0.0,55.56,50.0,40.48,37.5,39.19,0.539,0.18,0.539,0.539,0.18,0.18,2.335,3.054,0.359,2.156,0.0,0.18,0.898,3.054,0.0,0.0,0.0,0.0,0.0,0.0,13.0,501.0,jovan milosevic,,,,,
Julián Malatini,Werder Bremen,DF,24,516,0.0,0.0,0.35,0.0,0.877,1.053,1.053,1.228,0.175,0.0,2000000.0,0.005,0.005,0.027,0.354,0.354,0.229,0,0,,,Argentina,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/830108-1722887346.jpg?lm=1,6.44,83.48,25.0,40.0,33.33,40.0,50.0,54.84,52.83,0.333,0.0,7.667,0.167,0.167,0.833,4.667,1.833,1.0,2.833,0.167,0.167,0.167,6.167,0.0,0.0,0.0,0.0,0.0,0.0,11.0,540.0,julian malatini,2024-01-16,830108,2026-07-03T17:45:20,2024-01-16,
Justin Njinmah,Werder Bremen,"FW,MF",24,1947,0.23,0.0,2.87,1.06,1.574,0.278,0.648,0.37,1.157,0.926,5000000.0,0.311,0.311,0.057,0.779,2.843,0.512,5,0,,,Germany,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/596153-1722887298.jpg?lm=1,6.68,76.71,21.05,25.71,38.18,60.87,44.74,52.27,50.59,0.737,0.046,0.598,0.691,0.046,0.276,2.256,0.783,0.645,3.176,0.0,0.506,0.967,6.399,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1955.0,justin njinmah,2022-01-05,596153,2026-07-03T17:45:20,2022-01-05,
Karl Jakob Hein,Werder Bremen,GK,23,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,73.3,50.0,Estonia,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/493513-1758702558.jpg?lm=1,7.6,75.45,40.91,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,5.5,1.0,0.5,1.5,1.0,0.0,2.0,180.0,karl jakob hein,,,,,
Keke Topp,Werder Bremen,FW,21,638,0.14,0.14,3.53,0.42,0.704,0.141,0.704,2.254,0.986,0.282,3000000.0,0.0,0.14,0.14,0.42,3.53,0.0,1,1,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/701757-1722887176.jpg?lm=1,6.42,75.13,42.86,20.0,55.56,55.56,38.98,35.71,37.39,1.093,0.137,1.502,1.502,0.0,0.137,3.824,3.141,0.683,2.731,0.0,0.546,0.683,8.194,0.0,0.0,0.0,0.0,0.0,0.0,20.0,659.0,keke topp,2028-06-30,701757,2026-07-03T17:45:20,2024-07-01,
Leonardo Bittencourt,Werder Bremen,MF,31,615,0.0,0.15,1.02,0.0,0.588,1.176,1.471,1.029,1.618,0.0,900000.0,0.033,0.033,0.135,0.765,1.071,0.417,0,1,,,Germany,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/93844-1756027773.jpg?lm=1,6.64,85.35,34.48,0.0,37.5,75.0,54.55,60.0,59.02,0.72,0.288,1.44,0.144,0.0,1.152,5.184,0.864,1.728,4.32,0.0,0.72,0.432,12.096,0.0,0.0,0.0,0.0,0.0,0.0,17.0,625.0,leonardo bittencourt,,,,,
Marco Friedl,Werder Bremen,DF,27,2546,0.04,0.0,0.28,0.07,0.53,1.237,0.848,0.601,0.565,0.035,10000000.0,0.026,0.026,0.01,0.176,0.282,0.205,1,0,,,Austria,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/156990-1756027279.jpg?lm=1,6.88,88.98,55.09,7.14,57.14,47.73,63.95,60.58,62.11,0.177,0.0,5.543,0.0,0.847,1.236,4.131,1.942,0.741,2.224,0.106,0.141,0.141,7.944,0.0,5.0,0.0,0.0,0.0,0.0,30.0,2549.0,marco friedl,2028-06-30,156990,2026-07-03T17:45:20,2019-07-01,
Marco Grüll,Werder Bremen,"MF,FW",27,2006,0.13,0.04,1.93,0.58,3.094,0.628,0.897,1.48,1.256,0.09,4000000.0,0.187,0.187,0.102,1.457,1.898,0.421,3,1,,,Austria,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/391766-1756027360.jpg?lm=1,6.76,77.11,50.0,25.0,48.84,47.37,37.5,45.26,43.91,1.47,0.045,1.114,0.624,0.312,0.668,3.52,0.668,0.802,3.832,0.0,0.713,0.936,8.822,0.0,3.0,0.0,0.0,0.0,0.0,33.0,2020.0,marco grull,2024-07-01,391766,2026-07-03T17:45:20,2024-07-01,
Maximilian Wöber,Werder Bremen,DF,27,37,0.0,0.0,0.0,0.0,2.5,5.0,2.5,2.5,0.0,0.0,3000000.0,0.0,0.0,1.324,3.103,0.0,1.324,0,0,,,Austria,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/263361-1756027913.jpg?lm=1,7.25,50.0,33.33,100.0,0.0,100.0,100.0,50.0,66.67,2.571,2.571,10.286,0.0,2.571,5.143,5.143,2.571,2.571,2.571,0.0,0.0,0.0,5.143,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,maximilian wober,,,,,
Mick Schmetgens,Werder Bremen,MF,17,37,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.633,0,0,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1045986-1756028103.jpg?lm=1,7.5,90.0,0.0,50.0,0.0,0.0,66.67,100.0,75.0,0.0,0.0,12.5,0.0,5.0,2.5,5.0,5.0,0.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,mick schmetgens,2029-06-30,1045986,2026-07-03T17:45:20,2025-12-10,
Mio Backhaus,Werder Bremen,GK,21,2880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.104,0,0,64.1,15.6,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/620295-1756027825.jpg?lm=1,7.12,78.9,44.59,0.0,0.0,0.0,94.44,80.0,89.29,0.0,0.0,1.438,0.0,0.0,0.0,9.344,0.531,0.0,0.25,0.156,0.0,0.0,0.812,3.188,5.0,1.219,0.625,0.75,0.0,32.0,2880.0,mio backhaus,,,,,
Niklas Stark,Werder Bremen,DF,30,697,0.0,0.0,0.39,0.13,0.13,1.688,1.558,1.429,0.909,0.0,2500000.0,0.072,0.072,0.0,0.0,0.374,0.056,0,0,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/162434-1756028002.jpg?lm=1,6.54,87.94,45.83,0.0,0.0,62.5,55.0,63.89,60.71,0.0,0.0,7.304,0.0,0.619,1.733,1.981,1.362,1.238,2.847,0.0,0.124,0.0,3.59,0.0,1.0,0.0,0.0,0.0,0.0,14.0,727.0,niklas stark,2022-07-01,162434,2026-07-03T17:45:20,2022-07-01,
Olivier Deman,Werder Bremen,"DF,MF",25,1254,0.07,0.14,0.72,0.22,4.532,0.719,1.871,1.367,0.863,0.216,3500000.0,0.031,0.031,0.106,1.223,0.719,0.355,1,2,,,Belgium,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/621802-1722887784.jpg?lm=1,6.87,79.53,37.7,19.05,46.15,69.23,68.57,60.22,62.5,1.219,0.072,2.94,0.359,0.287,0.789,4.661,1.721,1.936,4.016,0.072,0.502,0.43,8.247,0.0,2.0,0.0,0.0,0.0,0.0,16.0,1255.0,olivier deman,2028-06-30,621802,2026-07-03T17:45:20,2023-08-31,
Patrice Čović,Werder Bremen,MF,18,351,0.26,0.0,1.28,0.51,1.795,1.026,1.538,1.538,0.513,0.0,4000000.0,0.306,0.306,0.26,1.104,1.38,0.779,1,0,,,Croatia,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/1114155-1756027408.jpg?lm=1,6.6,79.5,50.0,42.86,0.0,53.85,0.0,45.45,41.67,0.776,0.517,2.328,0.776,0.0,1.034,5.172,0.0,1.81,3.879,0.0,0.259,0.0,11.638,0.0,0.0,0.0,0.0,0.0,0.0,15.0,348.0,patrice covic,2025-07-08,1114155,2026-07-03T17:45:20,2025-07-08,
Romano Schmid,Werder Bremen,"MF,FW",25,2982,0.03,0.24,1.72,0.63,4.653,0.393,0.846,0.574,0.937,0.151,15000000.0,0.238,0.147,0.308,2.607,1.708,0.536,4,8,,,Austria,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/346853-1730117104.jpg?lm=1,6.91,76.22,56.92,26.25,37.76,58.7,27.87,41.45,38.99,2.681,0.512,0.392,0.542,0.12,0.331,5.211,0.512,0.813,3.434,0.03,1.114,1.114,15.331,0.0,4.0,0.0,0.0,0.0,0.0,34.0,2988.0,romano schmid,2027-06-30,346853,2026-07-03T17:45:20,2019-01-03,
Salim Musah,Werder Bremen,FW,19,198,0.45,0.0,3.18,1.82,0.455,0.909,0.455,1.818,1.364,0.455,2000000.0,0.233,0.233,0.125,1.484,3.462,0.402,1,0,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1042472-1756028237.jpg?lm=1,6.61,75.0,33.33,0.0,50.0,33.33,25.0,46.67,39.13,1.286,0.0,0.429,0.857,0.0,0.857,1.714,0.857,0.429,3.0,0.0,0.429,0.429,6.429,0.0,0.0,0.0,0.0,0.0,0.0,8.0,210.0,salim musah,2025-07-06,1042472,2026-07-03T17:45:20,2025-07-06,
Samuel Mbangula,Werder Bremen,"MF,FW",21,1171,0.23,0.15,1.31,0.61,1.769,0.231,0.769,0.308,1.769,0.308,8000000.0,0.143,0.143,0.08,1.086,1.319,0.334,3,2,,,Belgium,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/654991-1758702407.jpg?lm=1,6.83,86.9,47.37,18.18,55.56,62.5,27.27,53.49,49.67,1.142,0.152,0.228,0.381,0.076,0.305,4.721,0.457,0.761,5.254,0.0,0.381,2.284,13.401,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1182.0,samuel mbangula,2030-06-30,654991,2026-07-03T17:45:20,2025-07-23,
Senne Lynen,Werder Bremen,MF,26,2752,0.0,0.0,0.82,0.13,0.458,2.516,1.078,1.242,0.392,0.0,8000000.0,0.033,0.033,0.04,0.456,0.813,0.296,0,0,,,Belgium,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/338668-1756028282.jpg?lm=1,6.79,86.62,60.65,15.38,31.58,44.44,43.66,44.75,44.44,0.49,0.033,3.134,0.359,0.359,2.546,4.407,1.012,0.914,2.644,0.131,0.163,0.196,7.998,0.0,5.0,0.0,0.0,0.0,0.0,31.0,2757.0,senne lynen,2023-08-08,338668,2026-07-03T17:45:20,2023-08-08,
Skelly Alvero,Werder Bremen,MF,23,34,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.285,0,0,,,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/855134-1756027874.jpg?lm=1,6.75,95.83,50.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,7.297,0.0,2.432,2.432,4.865,0.0,0.0,2.432,0.0,0.0,0.0,4.865,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,skelly alvero,2028-06-30,855134,2026-07-03T17:45:20,2024-07-01,
Victor Boniface,Werder Bremen,FW,24,333,0.0,0.54,4.32,1.62,0.541,0.0,0.27,0.27,1.622,0.811,5000000.0,0.265,0.265,0.307,2.039,4.66,0.686,0,2,,,Nigeria,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/656681-1758702484.jpg?lm=1,6.67,68.81,100.0,50.0,35.71,50.0,60.0,48.15,53.85,1.938,0.554,2.215,1.108,0.0,0.0,3.877,4.154,0.277,3.6,0.0,0.831,1.385,8.862,0.0,0.0,0.0,0.0,0.0,0.0,11.0,325.0,victor boniface,,,,,
Yukinari Sugawara,Werder Bremen,"DF,MF",25,2428,0.0,0.22,1.11,0.41,2.741,0.556,0.815,0.815,0.407,0.074,5500000.0,0.062,0.062,0.09,0.736,1.105,0.299,0,6,,,Japan,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/405385-1758702447.jpg?lm=1,6.52,79.87,40.13,26.03,39.29,61.11,47.83,49.57,49.29,0.74,0.148,2.627,0.333,0.222,0.444,3.331,0.407,0.814,2.146,0.074,0.259,0.407,9.659,0.0,6.0,0.0,0.0,0.0,0.0,31.0,2432.0,yukinari sugawara,,,,,
Aaron Zehnter,Wolfsburg,"DF,MF",20,1456,0.12,0.0,0.68,0.31,2.222,0.988,0.617,0.123,0.0,0.0,5000000.0,0.111,0.111,0.065,0.982,0.675,0.354,2,0,,,Germany,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/730484-1752736438.jpg?lm=1,6.58,76.85,45.16,37.14,70.0,66.67,32.14,62.86,49.21,0.983,0.061,2.703,0.061,0.43,1.106,3.932,0.553,0.614,1.352,0.061,0.184,0.43,4.976,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1465.0,aaron zehnter,2030-06-30,730484,2026-07-03T17:45:23,2025-07-01,
Adam Daghim,Wolfsburg,"MF,FW",19,1364,0.13,0.2,1.78,0.59,1.316,0.724,1.316,1.184,1.513,0.263,7500000.0,0.211,0.211,0.208,1.22,1.83,0.663,2,3,,,Denmark,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/881297-1754993454.png?lm=1,6.71,66.75,19.23,15.0,34.69,69.23,44.19,44.59,44.5,1.173,0.391,1.825,0.587,0.13,0.847,2.933,1.238,1.173,4.301,0.0,0.261,1.108,9.45,0.0,1.0,0.0,0.0,0.0,0.0,27.0,1381.0,adam daghim,,,,,
Andreas Skov Olsen,Wolfsburg,MF,25,362,0.25,0.0,1.74,0.5,1.5,0.25,0.25,0.25,1.0,0.0,6000000.0,0.048,0.048,0.22,1.726,1.726,0.596,1,0,,,Denmark,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/432982-1752736201.jpg?lm=1,6.81,87.3,77.78,16.67,75.0,50.0,75.0,56.25,60.0,1.707,0.244,1.951,0.244,0.0,0.244,2.683,0.732,0.244,2.195,0.0,0.488,0.732,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,369.0,andreas skov olsen,2029-06-30,432982,2026-07-03T17:45:23,2025-01-17,
Bence Dárdai,Wolfsburg,MF,19,35,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,5000000.0,0.0,0.0,0.036,2.903,0.0,0.036,0,0,,,Hungary,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/789252-1752736165.jpg?lm=1,6.7,100.0,0.0,0.0,0.0,100.0,0.0,50.0,33.33,2.647,0.0,2.647,0.0,0.0,2.647,2.647,0.0,2.647,2.647,0.0,0.0,0.0,5.294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,bence dardai,2029-06-30,789252,2026-07-03T17:45:23,2024-07-01,
Christian Eriksen,Wolfsburg,MF,33,2410,0.0,0.34,1.42,0.52,4.888,0.672,0.746,0.485,0.187,0.112,2500000.0,0.205,0.093,0.291,2.281,1.398,0.526,3,9,,,Denmark,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/69633-1718628122.jpg?lm=1,6.91,77.69,38.64,29.55,47.62,50.0,40.0,41.73,41.45,2.344,0.558,1.637,0.372,0.298,0.67,4.539,0.372,0.707,1.972,0.037,0.595,0.372,10.157,0.0,1.0,0.0,0.0,0.0,0.0,31.0,2419.0,christian eriksen,2027-06-30,69633,2026-07-03T17:45:23,2025-09-10,
Denis Vavro,Wolfsburg,DF,29,1176,0.08,0.0,0.92,0.38,0.305,1.069,0.382,0.687,0.382,0.0,5000000.0,0.128,0.128,0.014,0.231,0.925,0.131,1,0,,,Slovakia,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/239962-1752735947.jpg?lm=1,6.71,85.33,38.67,50.0,100.0,62.5,62.75,42.42,54.76,0.223,0.0,10.562,0.149,0.669,1.041,2.38,2.38,0.372,1.041,0.0,0.0,0.149,3.273,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1210.0,denis vavro,2027-06-30,239962,2026-07-03T17:45:23,2025-07-01,
Dženan Pejčinović,Wolfsburg,FW,20,1460,0.49,0.0,3.14,1.42,0.309,0.309,0.556,1.358,0.432,0.309,15000000.0,0.516,0.516,0.102,0.747,3.176,0.614,8,0,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/819636-1689865855.jpg?lm=1,6.65,67.8,56.52,20.0,26.67,90.0,36.96,33.87,36.0,0.789,0.182,1.032,0.547,0.182,0.182,1.943,3.097,0.547,1.275,0.0,0.547,0.243,5.648,0.0,1.0,0.0,0.0,0.0,0.0,30.0,1482.0,dzenan pejcinovic,2029-06-30,819636,2026-07-03T17:45:23,2022-07-14,
Jan Bürger,Wolfsburg,"MF,DF",18,247,0.0,0.0,0.73,0.36,2.222,0.0,1.111,1.481,1.852,0.0,3000000.0,0.022,0.022,0.047,0.729,0.729,0.384,0,0,,,Germany,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/1009440-1766416765.jpg?lm=1,6.48,68.75,33.33,33.33,20.0,100.0,33.33,42.86,40.74,0.695,0.0,4.517,0.0,1.042,0.347,2.432,0.695,1.042,3.127,0.0,0.0,0.347,4.17,0.0,0.0,0.0,0.0,0.0,0.0,7.0,259.0,jan burger,2027-06-30,1009440,2026-07-03T17:45:23,2026-01-30,
Jeanuël Belocian,Wolfsburg,DF,20,1254,0.0,0.07,0.22,0.0,0.288,1.151,1.223,1.295,0.576,0.0,12000000.0,0.0,0.0,0.07,0.21,0.22,0.0,0,1,,,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/919515-1727378177.jpg?lm=1,6.61,89.46,53.19,12.5,58.33,51.43,38.1,59.14,52.59,0.291,0.058,4.072,0.058,0.814,0.931,3.432,0.931,1.047,3.2,0.0,0.175,0.407,6.923,0.0,1.0,0.0,0.0,0.0,0.0,22.0,1547.0,jeanuel belocian,,,,,
Jenson Seelt,Wolfsburg,DF,22,681,0.0,0.0,0.26,0.0,0.0,0.658,1.184,0.658,0.789,0.0,5000000.0,0.014,0.014,0.0,0.0,0.264,0.245,0,0,,,Netherlands,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/617755-1756751142.jpg?lm=1,6.68,86.02,36.84,0.0,66.67,69.23,56.1,72.41,62.86,0.0,0.0,9.31,0.0,0.647,0.647,3.621,2.974,1.164,2.716,0.129,0.0,0.259,1.681,0.0,1.0,0.0,0.0,0.0,0.0,9.0,696.0,jenson seelt,,,,,
Jesper Lindstrøm,Wolfsburg,MF,25,379,0.0,0.0,2.14,1.19,1.667,0.0,1.429,2.381,0.952,0.0,4000000.0,0.234,0.234,0.197,0.994,2.238,0.489,0,0,,,Denmark,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/513245-1663065433.jpg?lm=1,6.42,78.07,33.33,33.33,44.44,62.5,42.86,35.71,36.51,0.923,0.462,0.692,0.231,0.0,0.0,4.846,0.692,1.154,4.615,0.0,0.231,1.846,8.308,0.0,0.0,0.0,0.0,0.0,0.0,13.0,390.0,jesper lindstrom,,,,,
Joakim Mæhle,Wolfsburg,"MF,DF",28,1222,0.07,0.15,1.03,0.22,1.544,1.471,1.618,0.588,0.441,0.0,7000000.0,0.05,0.05,0.121,1.028,1.028,0.369,1,2,,,Denmark,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/369674-1724770995.jpg?lm=1,6.69,82.36,48.65,19.05,22.86,60.0,50.0,46.23,46.83,1.024,0.219,2.778,0.366,0.0,1.462,5.191,0.731,1.535,3.582,0.073,0.366,0.585,8.481,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1231.0,joakim maehle,2027-06-30,369674,2026-07-03T17:45:23,2023-08-12,
Jonas Adjetey,Wolfsburg,DF,21,137,0.0,0.0,1.97,0.0,2.667,0.667,0.667,2.667,0.0,0.0,6000000.0,0.059,0.059,0.0,0.0,2.015,0.14,0,0,,,Ghana,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/734676-1707377190.jpg?lm=1,6.2,72.22,20.0,40.0,50.0,50.0,50.0,33.33,42.11,0.0,0.0,4.599,0.657,0.657,0.657,4.599,3.285,0.657,1.971,0.0,0.657,0.657,3.285,0.0,0.0,0.0,0.0,0.0,0.0,4.0,137.0,jonas adjetey,2030-06-30,734676,2026-07-03T17:45:23,2026-02-02,
Jonas Wind,Wolfsburg,FW,26,481,0.19,0.0,1.68,1.12,0.0,0.0,0.0,0.377,2.642,0.377,4000000.0,0.259,0.259,0.049,0.938,1.688,0.433,1,0,,,Denmark,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/391004-1752736403.jpg?lm=1,6.72,63.45,50.0,0.0,66.67,0.0,41.67,66.67,50.0,0.938,0.0,0.938,0.188,0.188,0.0,2.438,3.75,0.0,3.0,0.0,1.125,0.375,8.25,0.0,0.0,0.0,0.0,0.0,0.0,11.0,480.0,jonas wind,,,,,
Kamil Grabara,Wolfsburg,GK,26,3060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,0.001,0.001,0.001,0.088,0.029,0.135,0,0,63.5,5.9,Poland,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/346551-1724770843.jpg?lm=1,7.21,66.0,33.9,0.0,100.0,100.0,92.86,100.0,94.44,0.088,0.0,1.5,0.0,0.0,0.029,8.147,0.382,0.029,0.118,0.088,0.0,0.029,1.853,3.618,2.0,0.618,0.471,0.676,0.0,34.0,3060.0,kamil grabara,2028-06-30,346551,2026-07-03T17:45:23,2024-07-01,
Kento Shiogai,Wolfsburg,MF,20,318,0.28,0.0,2.55,1.7,0.286,0.857,1.143,2.286,0.857,0.857,8000000.0,0.58,0.58,0.176,0.616,2.774,0.879,1,0,,,Japan,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1144627-1764256555.png?lm=1,6.51,71.43,25.0,0.0,33.33,57.14,10.0,30.23,26.42,0.547,0.274,1.094,0.274,0.0,0.821,4.924,0.274,1.094,3.556,0.0,0.821,0.821,4.65,0.0,0.0,0.0,0.0,0.0,0.0,12.0,329.0,kento shiogai,2030-06-30,1144627,2026-07-03T17:45:23,2026-01-20,
Kevin Paredes,Wolfsburg,MF,22,164,0.0,0.0,1.1,0.55,3.889,1.111,1.667,1.111,3.333,0.0,2000000.0,0.038,0.038,0.026,0.596,1.192,0.383,0,0,,,United States,Left Midfield,https://img.a.transfermarkt.technology/portrait/medium/711517-1752736742.jpg?lm=1,6.72,78.57,75.0,28.57,33.33,50.0,66.67,54.55,57.14,0.523,0.0,4.186,0.0,1.047,1.047,2.093,2.093,1.047,6.279,0.0,0.523,1.047,10.465,0.0,0.0,0.0,0.0,0.0,0.0,6.0,172.0,kevin paredes,,,,,
Kilian Fischer,Wolfsburg,DF,24,800,0.0,0.0,0.23,0.0,1.798,1.348,1.461,1.124,0.449,0.0,4000000.0,0.01,0.01,0.053,0.337,0.225,0.221,0,0,,,Germany,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/435796-1752736015.jpg?lm=1,6.29,80.55,47.62,12.5,16.67,60.0,57.14,49.02,51.39,0.336,0.112,3.587,0.0,0.336,1.345,2.354,1.345,1.345,2.802,0.112,0.112,0.112,5.94,0.0,0.0,0.0,0.0,0.0,0.0,11.0,803.0,kilian fischer,2027-06-30,435796,2026-07-03T17:45:23,2022-07-01,
Konstantinos Koulierakis,Wolfsburg,DF,21,2482,0.15,0.04,0.94,0.44,0.725,1.268,0.906,1.051,0.471,0.0,25000000.0,0.129,0.129,0.064,0.509,0.945,0.282,4,1,,,Greece,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/669380-1752736071.jpg?lm=1,6.73,84.3,39.47,45.0,42.86,64.1,56.76,56.84,56.8,0.506,0.109,5.86,0.217,0.543,1.338,3.002,2.279,0.904,1.953,0.072,0.072,0.109,5.318,0.0,2.0,0.0,0.0,0.0,0.0,29.0,2488.0,konstantinos koulierakis,2029-06-30,669380,2026-07-03T17:45:23,2024-08-30,
Lovro Majer,Wolfsburg,MF,27,1371,0.13,0.2,1.77,0.39,1.842,0.526,1.184,1.974,1.447,0.263,8000000.0,0.233,0.233,0.19,1.36,1.748,0.533,2,3,,,Croatia,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/387106-1752736259.jpg?lm=1,6.63,82.02,57.58,24.14,48.0,61.54,36.36,43.38,42.01,1.442,0.262,1.245,0.459,0.066,0.59,4.72,0.787,1.049,3.867,0.0,0.918,0.787,10.16,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1373.0,lovro majer,2028-06-30,387106,2026-07-03T17:45:23,2023-08-16,
Mattias Svanberg,Wolfsburg,MF,26,861,0.31,0.1,2.2,0.84,0.833,1.042,0.729,1.875,1.979,0.104,8000000.0,0.332,0.332,0.094,0.663,2.322,0.526,3,1,,,Sweden,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/342405-1752736577.jpg?lm=1,6.63,70.8,42.86,12.5,27.27,60.0,44.44,41.77,42.45,0.612,0.102,2.143,0.51,0.408,0.918,3.061,1.224,0.612,3.367,0.0,0.306,0.306,5.408,0.0,0.0,0.0,0.0,0.0,0.0,24.0,882.0,mattias svanberg,2027-06-30,342405,2026-07-03T17:45:23,2022-07-16,
Maximilian Arnold,Wolfsburg,MF,31,1859,0.05,0.19,0.63,0.24,3.913,1.159,0.725,0.821,1.256,0.0,3000000.0,0.018,0.018,0.208,1.421,0.637,0.252,1,4,,,Germany,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/117674-1660652294.JPG?lm=1,7.1,84.74,49.07,32.5,62.5,68.18,48.0,57.14,55.17,1.403,0.532,3.629,0.242,0.581,1.161,3.677,0.581,0.726,2.516,0.048,0.145,0.242,7.21,0.0,1.0,0.0,0.0,0.0,0.0,25.0,1860.0,maximilian arnold,2028-06-30,117674,2026-07-03T17:45:23,2012-01-01,
